dataset,modelId,label,action,outcome,result,entryScore,confidence,grade,risk,distanceAtCommit
Genesis-020,late_catch,Late Catch,OVER,OVER,win,78,80,B+,Low,35.63000000000466
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,78,80,B+,Low,35.63000000000466
Genesis-020,snapback_reversal,Snapback Guard,OVER,OVER,win,78,80,B+,Low,35.63000000000466
Genesis-020,odds_pressure,Odds Pressure,OVER,OVER,win,78,80,B+,Low,35.63000000000466
Genesis-020,meta_judge,Meta Judge,OVER,OVER,win,78,80,B+,Low,35.63000000000466
Genesis-020,core_v30,Core V30,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,v31_active,V31 Active,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,v32_regime,V32 Regime,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,v33_pro,V33 Pro Trader,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,six_minute_commit,6m Commit,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,late_catch,Late Catch,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,80,81,B+,Low,27.989999999997963
Genesis-020,snapback_reversal,Snapback Guard,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,odds_pressure,Odds Pressure,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,meta_judge,Meta Judge,OVER,OVER,win,80,81,B+,Low,27.989999999997963
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,48,51,F,Low,-23.2300000000032
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,27,71,C,Low,-37.12000000000262
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,65,58,D,Medium,4.989999999997963
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,56,50,D,Medium,7.779999999998836
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,26,76,B,Low,-42.349999999998545
Genesis-020,v31_active,V31 Active,UNDER,OVER,loss,26,76,B,Low,-42.349999999998545
Genesis-020,v32_regime,V32 Regime,UNDER,OVER,loss,26,76,B,Low,-42.349999999998545
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,26,76,B,Low,-42.349999999998545
Genesis-020,six_minute_commit,6m Commit,UNDER,OVER,loss,26,76,B,Low,-42.349999999998545
Genesis-020,late_catch,Late Catch,UNDER,OVER,loss,26,76,B,Low,-42.349999999998545
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,26,76,B,Low,-42.349999999998545
Genesis-020,snapback_reversal,Snapback Guard,UNDER,OVER,loss,26,76,B,Low,-42.349999999998545
Genesis-020,odds_pressure,Odds Pressure,UNDER,OVER,loss,26,76,B,Low,-42.349999999998545
Genesis-020,meta_judge,Meta Judge,UNDER,OVER,loss,26,76,B,Low,-42.349999999998545
Genesis-020,core_v30,Core V30,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,v31_active,V31 Active,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,v32_regime,V32 Regime,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,v33_pro,V33 Pro Trader,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,six_minute_commit,6m Commit,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,late_catch,Late Catch,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,22,78,B,Low,-58.19000000000233
Genesis-020,snapback_reversal,Snapback Guard,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,odds_pressure,Odds Pressure,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,meta_judge,Meta Judge,UNDER,UNDER,win,22,78,B,Low,-58.19000000000233
Genesis-020,core_v30,Core V30,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,v31_active,V31 Active,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,v32_regime,V32 Regime,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,v33_pro,V33 Pro Trader,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,six_minute_commit,6m Commit,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,late_catch,Late Catch,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,81,82,B+,Low,53.349999999998545
Genesis-020,snapback_reversal,Snapback Guard,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,odds_pressure,Odds Pressure,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,meta_judge,Meta Judge,OVER,OVER,win,81,82,B+,Low,53.349999999998545
Genesis-020,core_v30,Core V30,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,v31_active,V31 Active,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,v32_regime,V32 Regime,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,six_minute_commit,6m Commit,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,late_catch,Late Catch,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,meta_judge,Meta Judge,SKIP,UNDER,skipped,29,71,C,Low,-67.62000000000262
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,54,56,D,Low,-13.440000000002328
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,58,52,D,Medium,8.259999999994761
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,54,54,D,Low,-5.440000000002328
Genesis-020,core_v30,Core V30,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,v31_active,V31 Active,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,v32_regime,V32 Regime,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,v33_pro,V33 Pro Trader,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,six_minute_commit,6m Commit,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,late_catch,Late Catch,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,80,81,B+,Low,52.23999999999796
Genesis-020,snapback_reversal,Snapback Guard,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,odds_pressure,Odds Pressure,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,meta_judge,Meta Judge,OVER,OVER,win,80,81,B+,Low,52.23999999999796
Genesis-020,core_v30,Core V30,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,v31_active,V31 Active,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,v32_regime,V32 Regime,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,six_minute_commit,6m Commit,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,late_catch,Late Catch,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,meta_judge,Meta Judge,SKIP,UNDER,skipped,43,48,F,Medium,-10.830000000001746
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,v31_active,V31 Active,OVER,OVER,win,68,71,B,Low,32.23999999999796
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,late_catch,Late Catch,OVER,OVER,win,68,71,B,Low,32.23999999999796
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,68,71,B,Low,32.23999999999796
Genesis-020,core_v30,Core V30,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,v31_active,V31 Active,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,v32_regime,V32 Regime,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,six_minute_commit,6m Commit,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,late_catch,Late Catch,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,meta_judge,Meta Judge,SKIP,UNDER,skipped,51,51,F,Low,0.1500000000014552
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,48,53,D,Low,-15.25
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,62,63,C,Medium,14.529999999998836
Genesis-020,core_v30,Core V30,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,v31_active,V31 Active,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,v32_regime,V32 Regime,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,v33_pro,V33 Pro Trader,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,six_minute_commit,6m Commit,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,late_catch,Late Catch,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,19,82,B+,Low,-40.62000000000262
Genesis-020,snapback_reversal,Snapback Guard,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,odds_pressure,Odds Pressure,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,meta_judge,Meta Judge,UNDER,UNDER,win,19,82,B+,Low,-40.62000000000262
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,51,51,F,Low,11.05000000000291
Genesis-020,core_v30,Core V30,SKIP,UNDER,skipped,26,73,B,Low,-29.93000000000029
Genesis-020,v31_active,V31 Active,UNDER,UNDER,win,26,73,B,Low,-29.93000000000029
Genesis-020,v32_regime,V32 Regime,UNDER,UNDER,win,26,73,B,Low,-29.93000000000029
Genesis-020,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,26,73,B,Low,-29.93000000000029
Genesis-020,six_minute_commit,6m Commit,UNDER,UNDER,win,26,73,B,Low,-29.93000000000029
Genesis-020,late_catch,Late Catch,UNDER,UNDER,win,26,73,B,Low,-29.93000000000029
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,26,73,B,Low,-29.93000000000029
Genesis-020,snapback_reversal,Snapback Guard,UNDER,UNDER,win,26,73,B,Low,-29.93000000000029
Genesis-020,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,26,73,B,Low,-29.93000000000029
Genesis-020,meta_judge,Meta Judge,UNDER,UNDER,win,26,73,B,Low,-29.93000000000029
Genesis-020,core_v30,Core V30,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,v31_active,V31 Active,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,v32_regime,V32 Regime,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,six_minute_commit,6m Commit,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,late_catch,Late Catch,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,trend_continuation,Trend Follow,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,odds_pressure,Odds Pressure,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,meta_judge,Meta Judge,SKIP,OVER,skipped,62,63,C,Low,28.970000000001164
Genesis-020,core_v30,Core V30,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,v31_active,V31 Active,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,v32_regime,V32 Regime,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,v33_pro,V33 Pro Trader,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,six_minute_commit,6m Commit,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,late_catch,Late Catch,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,20,81,B+,Low,-33.36000000000058
Genesis-020,snapback_reversal,Snapback Guard,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,odds_pressure,Odds Pressure,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,meta_judge,Meta Judge,UNDER,UNDER,win,20,81,B+,Low,-33.36000000000058
Genesis-020,core_v30,Core V30,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,v31_active,V31 Active,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,v32_regime,V32 Regime,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,v33_pro,V33 Pro Trader,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,six_minute_commit,6m Commit,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,late_catch,Late Catch,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,trend_continuation,Trend Follow,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,11,82,A,Low,-57.84000000000378
Genesis-020,odds_pressure,Odds Pressure,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,meta_judge,Meta Judge,UNDER,UNDER,win,11,82,A,Low,-57.84000000000378
Genesis-020,core_v30,Core V30,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,v31_active,V31 Active,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,v32_regime,V32 Regime,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,v33_pro,V33 Pro Trader,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,six_minute_commit,6m Commit,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,late_catch,Late Catch,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,trend_continuation,Trend Follow,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,15,82,A,Low,-56.86000000000058
Genesis-020,odds_pressure,Odds Pressure,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,meta_judge,Meta Judge,UNDER,UNDER,win,15,82,A,Low,-56.86000000000058
Genesis-020,core_v30,Core V30,SKIP,UNDER,skipped,76,78,B,Low,41.13000000000466
Genesis-020,v31_active,V31 Active,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,v32_regime,V32 Regime,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,v33_pro,V33 Pro Trader,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,six_minute_commit,6m Commit,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,late_catch,Late Catch,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,trend_continuation,Trend Follow,SKIP,UNDER,skipped,76,78,B,Low,41.13000000000466
Genesis-020,snapback_reversal,Snapback Guard,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,odds_pressure,Odds Pressure,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,meta_judge,Meta Judge,OVER,UNDER,loss,76,78,B,Low,41.13000000000466
Genesis-020,core_v30,Core V30,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,v31_active,V31 Active,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,v32_regime,V32 Regime,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,v33_pro,V33 Pro Trader,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,six_minute_commit,6m Commit,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,late_catch,Late Catch,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,trend_continuation,Trend Follow,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,87,82,A,Low,53.06999999999971
Genesis-020,odds_pressure,Odds Pressure,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,meta_judge,Meta Judge,OVER,OVER,win,87,82,A,Low,53.06999999999971
Genesis-020,core_v30,Core V30,OVER,OVER,win,85,82,A,Low,37.93000000000029
