dataset,modelId,label,action,outcome,result,entryScore,confidence,grade,risk,distanceAtCommit
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,75,67,C,Medium,4.180000000000291
Genesis-019,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,75,67,C,Medium,4.180000000000291
Genesis-019,meta_judge,Meta Judge,SKIP,UNDER,skipped,75,67,C,Medium,4.180000000000291
Genesis-019,core_v30,Core V30,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,v31_active,V31 Active,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,late_catch,Late Catch,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,89,82,A,Low,51.69000000000233
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,89,82,A,Low,51.69000000000233
Genesis-019,core_v30,Core V30,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,v31_active,V31 Active,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,v32_regime,V32 Regime,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,six_minute_commit,6m Commit,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,late_catch,Late Catch,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,meta_judge,Meta Judge,SKIP,UNDER,skipped,70,37,F,High,-36.04000000000087
Genesis-019,core_v30,Core V30,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,v31_active,V31 Active,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,late_catch,Late Catch,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,94,82,A,Low,94.19999999999709
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,94,82,A,Low,94.19999999999709
Genesis-019,core_v30,Core V30,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,v31_active,V31 Active,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,v32_regime,V32 Regime,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,six_minute_commit,6m Commit,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,late_catch,Late Catch,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,odds_pressure,Odds Pressure,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,meta_judge,Meta Judge,SKIP,OVER,skipped,65,58,D,Medium,5.55000000000291
Genesis-019,core_v30,Core V30,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,v31_active,V31 Active,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,v32_regime,V32 Regime,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,six_minute_commit,6m Commit,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,late_catch,Late Catch,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,odds_pressure,Odds Pressure,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,meta_judge,Meta Judge,SKIP,OVER,skipped,41,60,D,Low,-24.839999999996508
Genesis-019,core_v30,Core V30,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,v31_active,V31 Active,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,late_catch,Late Catch,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,80,81,B+,Low,55.75999999999476
Genesis-019,snapback_reversal,Snapback Guard,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,80,81,B+,Low,55.75999999999476
Genesis-019,core_v30,Core V30,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,v31_active,V31 Active,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,v32_regime,V32 Regime,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,v33_pro,V33 Pro Trader,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,six_minute_commit,6m Commit,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,late_catch,Late Catch,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,trend_continuation,Trend Follow,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,7,82,A,Low,-93.63999999999942
Genesis-019,odds_pressure,Odds Pressure,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,meta_judge,Meta Judge,UNDER,UNDER,win,7,82,A,Low,-93.63999999999942
Genesis-019,core_v30,Core V30,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,v31_active,V31 Active,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,v32_regime,V32 Regime,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,six_minute_commit,6m Commit,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,late_catch,Late Catch,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,meta_judge,Meta Judge,SKIP,UNDER,skipped,60,26,F,High,-6.530000000006112
Genesis-019,core_v30,Core V30,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,v31_active,V31 Active,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,v32_regime,V32 Regime,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,six_minute_commit,6m Commit,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,late_catch,Late Catch,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,odds_pressure,Odds Pressure,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,meta_judge,Meta Judge,SKIP,OVER,skipped,62,63,C,Low,49.11000000000058
Genesis-019,core_v30,Core V30,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,v31_active,V31 Active,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,v32_regime,V32 Regime,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,v33_pro,V33 Pro Trader,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,six_minute_commit,6m Commit,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,late_catch,Late Catch,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,trend_continuation,Trend Follow,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,5,82,A+,Low,-265.4499999999971
Genesis-019,odds_pressure,Odds Pressure,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,meta_judge,Meta Judge,UNDER,UNDER,win,5,82,A+,Low,-265.4499999999971
Genesis-019,core_v30,Core V30,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,v31_active,V31 Active,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,v32_regime,V32 Regime,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,six_minute_commit,6m Commit,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,late_catch,Late Catch,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,odds_pressure,Odds Pressure,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,meta_judge,Meta Judge,SKIP,OVER,skipped,29,71,C,Low,-43.30000000000291
Genesis-019,core_v30,Core V30,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,v31_active,V31 Active,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,v32_regime,V32 Regime,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,v33_pro,V33 Pro Trader,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,six_minute_commit,6m Commit,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,late_catch,Late Catch,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,22,80,B+,Low,-35.549999999995634
Genesis-019,snapback_reversal,Snapback Guard,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,odds_pressure,Odds Pressure,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,meta_judge,Meta Judge,UNDER,OVER,loss,22,80,B+,Low,-35.549999999995634
Genesis-019,core_v30,Core V30,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,v31_active,V31 Active,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,v32_regime,V32 Regime,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,six_minute_commit,6m Commit,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,late_catch,Late Catch,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,meta_judge,Meta Judge,SKIP,UNDER,skipped,36,67,C,Low,-19.450000000004366
Genesis-019,core_v30,Core V30,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,v31_active,V31 Active,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,v32_regime,V32 Regime,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,six_minute_commit,6m Commit,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,late_catch,Late Catch,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,meta_judge,Meta Judge,SKIP,UNDER,skipped,51,54,D,Low,-17.349999999998545
Genesis-019,core_v30,Core V30,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,v31_active,V31 Active,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,v32_regime,V32 Regime,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,six_minute_commit,6m Commit,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,late_catch,Late Catch,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,odds_pressure,Odds Pressure,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,meta_judge,Meta Judge,SKIP,OVER,skipped,63,66,C,Medium,16.869999999995343
Genesis-019,core_v30,Core V30,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,v31_active,V31 Active,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,late_catch,Late Catch,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,snapback_reversal,Snapback Guard,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,82,82,B+,Low,41.13999999999942
Genesis-019,core_v30,Core V30,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,v31_active,V31 Active,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,v32_regime,V32 Regime,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,six_minute_commit,6m Commit,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,late_catch,Late Catch,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,meta_judge,Meta Judge,SKIP,UNDER,skipped,66,59,C,Medium,12.14999999999418
Genesis-019,core_v30,Core V30,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,v31_active,V31 Active,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,late_catch,Late Catch,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,87,82,A,Low,76.58000000000175
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,87,82,A,Low,76.58000000000175
Genesis-019,core_v30,Core V30,SKIP,UNDER,skipped,25,77,B+,Low,-83.11000000000058
Genesis-019,v31_active,V31 Active,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,v32_regime,V32 Regime,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,v33_pro,V33 Pro Trader,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,six_minute_commit,6m Commit,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,late_catch,Late Catch,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,25,77,B+,Low,-83.11000000000058
Genesis-019,snapback_reversal,Snapback Guard,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,odds_pressure,Odds Pressure,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,meta_judge,Meta Judge,UNDER,UNDER,win,25,77,B+,Low,-83.11000000000058
Genesis-019,core_v30,Core V30,SKIP,UNDER,skipped,26,76,B,Low,-48.06999999999971
Genesis-019,v31_active,V31 Active,UNDER,UNDER,win,26,76,B,Low,-48.06999999999971
Genesis-019,v32_regime,V32 Regime,UNDER,UNDER,win,26,76,B,Low,-48.06999999999971
Genesis-019,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,26,76,B,Low,-48.06999999999971
Genesis-019,six_minute_commit,6m Commit,UNDER,UNDER,win,26,76,B,Low,-48.06999999999971
Genesis-019,late_catch,Late Catch,UNDER,UNDER,win,26,76,B,Low,-48.06999999999971
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,26,76,B,Low,-48.06999999999971
Genesis-019,snapback_reversal,Snapback Guard,UNDER,UNDER,win,26,76,B,Low,-48.06999999999971
Genesis-019,odds_pressure,Odds Pressure,UNDER,UNDER,win,26,76,B,Low,-48.06999999999971
Genesis-019,meta_judge,Meta Judge,UNDER,UNDER,win,26,76,B,Low,-48.06999999999971
Genesis-019,core_v30,Core V30,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,v31_active,V31 Active,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,late_catch,Late Catch,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,97,82,A+,Low,99.61999999999534
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,97,82,A+,Low,99.61999999999534
Genesis-019,core_v30,Core V30,SKIP,OVER,skipped,79,81,B+,Medium,17.540000000000873
Genesis-019,v31_active,V31 Active,OVER,OVER,win,79,81,B+,Medium,17.540000000000873
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,79,81,B+,Medium,17.540000000000873
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,79,81,B+,Medium,17.540000000000873
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,79,81,B+,Medium,17.540000000000873
Genesis-019,late_catch,Late Catch,OVER,OVER,win,79,81,B+,Medium,17.540000000000873
Genesis-019,trend_continuation,Trend Follow,SKIP,OVER,skipped,79,81,B+,Medium,17.540000000000873
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,79,81,B+,Medium,17.540000000000873
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,79,81,B+,Medium,17.540000000000873
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,79,81,B+,Medium,17.540000000000873
Genesis-019,core_v30,Core V30,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,v31_active,V31 Active,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,late_catch,Late Catch,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,88,82,A,Low,46.150000000001455
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,88,82,A,Low,46.150000000001455
Genesis-019,core_v30,Core V30,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,v31_active,V31 Active,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,late_catch,Late Catch,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,87,82,A,Low,55.720000000001164
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,87,82,A,Low,55.720000000001164
Genesis-019,core_v30,Core V30,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,v31_active,V31 Active,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,late_catch,Late Catch,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,96,82,A+,Low,76.95000000000437
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,96,82,A+,Low,76.95000000000437
Genesis-019,core_v30,Core V30,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,v31_active,V31 Active,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,v32_regime,V32 Regime,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,v33_pro,V33 Pro Trader,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,six_minute_commit,6m Commit,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,late_catch,Late Catch,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,trend_continuation,Trend Follow,SKIP,UNDER,skipped,22,79,B+,Low,-79.94999999999709
Genesis-019,snapback_reversal,Snapback Guard,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,odds_pressure,Odds Pressure,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,meta_judge,Meta Judge,UNDER,UNDER,win,22,79,B+,Low,-79.94999999999709
Genesis-019,core_v30,Core V30,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,v31_active,V31 Active,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,v32_regime,V32 Regime,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,v33_pro,V33 Pro Trader,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,six_minute_commit,6m Commit,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,late_catch,Late Catch,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,trend_continuation,Trend Follow,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,88,82,A,Low,63.11000000000058
Genesis-019,odds_pressure,Odds Pressure,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,meta_judge,Meta Judge,OVER,OVER,win,88,82,A,Low,63.11000000000058
Genesis-019,core_v30,Core V30,SKIP,OVER,skipped,42,58,D,Low,-25.56999999999971
Genesis-019,v31_active,V31 Active,SKIP,OVER,skipped,42,58,D,Low,-25.56999999999971
Genesis-019,v32_regime,V32 Regime,SKIP,OVER,skipped,42,58,D,Low,-25.56999999999971
Genesis-019,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,42,58,D,Low,-25.56999999999971
Genesis-019,six_minute_commit,6m Commit,SKIP,OVER,skipped,42,58,D,Low,-25.56999999999971
